country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
France,FR,FRA,67012883,26/08/2020,4535,373,Country_Website
Hungary,HU,HUN,9772756,26/08/2020,64,7,JRC
Iceland,IS,ISL,356991,26/08/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,26/08/2020,26,4,Country_Website
Italy,IT,ITA,60359546,26/08/2020,1124,69,Country_Github
Latvia,LV,LVA,1919968,26/08/2020,3,,Country_Website
Luxembourg,LU,LUX,613894,26/08/2020,27,2,Country_Website
Netherlands,NL,NLD,17282163,26/08/2020,,43,Other Website
Norway,NO,NOR,5328212,26/08/2020,17,,Country_API
Poland,PL,POL,37972812,26/08/2020,2170,,Country_Website
Portugal,PT,PRT,10276617,26/08/2020,311,38,Country_Website
Romania,RO,ROU,19414458,26/08/2020,,502,Country_Website
Slovakia,SK,SVK,5450421,26/08/2020,70,,JRC
Slovenia,SI,SVN,2080908,26/08/2020,20,0,Country_Github
United Kingdom,UK,GBR,66647112,26/08/2020,776,,Country_Website
Austria,AT,AUT,8858775,25/08/2020,137,23,Country_Website
Belgium,BE,BEL,11455519,25/08/2020,282,85,Country_Website
Bulgaria,BG,BGR,7000039,25/08/2020,714,65,External_Github
Croatia,HR,HRV,4076246,25/08/2020,167,,Country_Website
Czechia,CZ,CZE,10649800,25/08/2020,131,32,Country_Website
Denmark,DK,DNK,5806081,25/08/2020,21,3,Country_Website
Estonia,EE,EST,1324820,25/08/2020,10,0,Country_API
France,FR,FRA,67012883,25/08/2020,4578,401,Country_Website
Hungary,HU,HUN,9772756,25/08/2020,57,7,JRC
Iceland,IS,ISL,356991,25/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,25/08/2020,26,4,Country_Website
Italy,IT,ITA,60359546,25/08/2020,1124,66,Country_Github
Latvia,LV,LVA,1919968,25/08/2020,4,,Country_Website
Luxembourg,LU,LUX,613894,25/08/2020,33,2,Country_Website
Netherlands,NL,NLD,17282163,25/08/2020,,45,Other Website
Norway,NO,NOR,5328212,25/08/2020,18,,Country_API
Poland,PL,POL,37972812,25/08/2020,2167,,Country_Website
Portugal,PT,PRT,10276617,25/08/2020,325,41,Country_Website
Romania,RO,ROU,19414458,25/08/2020,,490,Country_Website
Slovakia,SK,SVK,5450421,25/08/2020,65,,JRC
Slovenia,SI,SVN,2080908,25/08/2020,17,0,Country_Github
United Kingdom,UK,GBR,66647112,25/08/2020,793,,Country_Website
Austria,AT,AUT,8858775,24/08/2020,135,23,Country_Website
Belgium,BE,BEL,11455519,24/08/2020,320,89,Country_Website
Bulgaria,BG,BGR,7000039,24/08/2020,745,74,External_Github
Croatia,HR,HRV,4076246,24/08/2020,163,,Country_Website
Czechia,CZ,CZE,10649800,24/08/2020,125,31,Country_Website
Denmark,DK,DNK,5806081,24/08/2020,20,3,Country_Website
Estonia,EE,EST,1324820,24/08/2020,11,0,Country_API
Finland,FI,FIN,5517919,24/08/2020,12,1,External_Github
France,FR,FRA,67012883,24/08/2020,4664,387,Country_Website
Hungary,HU,HUN,9772756,24/08/2020,59,9,JRC
Iceland,IS,ISL,356991,24/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,24/08/2020,27,5,Country_Website
Italy,IT,ITA,60359546,24/08/2020,1110,65,Country_Github
Latvia,LV,LVA,1919968,24/08/2020,5,,Country_Website
Luxembourg,LU,LUX,613894,24/08/2020,32,1,Country_Website
Netherlands,NL,NLD,17282163,24/08/2020,,50,Other Website
Norway,NO,NOR,5328212,24/08/2020,17,,Country_API
Poland,PL,POL,37972812,24/08/2020,2207,,Country_Website
Portugal,PT,PRT,10276617,24/08/2020,321,44,Country_Website
Romania,RO,ROU,19414458,24/08/2020,,494,Country_Website
Slovenia,SI,SVN,2080908,24/08/2020,17,0,Country_Github
United Kingdom,UK,GBR,66647112,24/08/2020,818,,Country_Website
Austria,AT,AUT,8858775,23/08/2020,116,23,Country_Website
Belgium,BE,BEL,11455519,23/08/2020,312,87,Country_Website
Bulgaria,BG,BGR,7000039,23/08/2020,743,74,External_Github
Croatia,HR,HRV,4076246,23/08/2020,155,,Country_Website
Czechia,CZ,CZE,10649800,23/08/2020,123,24,Country_Website
Denmark,DK,DNK,5806081,23/08/2020,19,2,Country_Website
Estonia,EE,EST,1324820,23/08/2020,12,0,Country_API
France,FR,FRA,67012883,23/08/2020,4683,371,Country_Website
Hungary,HU,HUN,9772756,23/08/2020,59,7,JRC
Iceland,IS,ISL,356991,23/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,23/08/2020,21,6,Country_Website
Italy,IT,ITA,60359546,23/08/2020,1040,69,Country_Github
Latvia,LV,LVA,1919968,23/08/2020,4,,Country_Website
Luxembourg,LU,LUX,613894,23/08/2020,31,1,Country_Website
Netherlands,NL,NLD,17282163,23/08/2020,,50,Other Website
Poland,PL,POL,37972812,23/08/2020,2195,,Country_Website
Portugal,PT,PRT,10276617,23/08/2020,317,47,Country_Website
Romania,RO,ROU,19414458,23/08/2020,,480,Country_Website
Slovakia,SK,SVK,5450421,23/08/2020,61,,JRC
Slovenia,SI,SVN,2080908,23/08/2020,17,0,Country_Github
United Kingdom,UK,GBR,66647112,23/08/2020,812,,Country_Website
Austria,AT,AUT,8858775,22/08/2020,116,22,Country_Website
Belgium,BE,BEL,11455519,22/08/2020,310,85,Country_Website
Bulgaria,BG,BGR,7000039,22/08/2020,734,73,External_Github
Croatia,HR,HRV,4076246,22/08/2020,143,,Country_Website
Czechia,CZ,CZE,10649800,22/08/2020,119,26,Country_Website
Denmark,DK,DNK,5806081,22/08/2020,22,1,Country_Website
Estonia,EE,EST,1324820,22/08/2020,9,0,Country_API
France,FR,FRA,67012883,22/08/2020,4685,368,Country_Website
Hungary,HU,HUN,9772756,22/08/2020,60,7,JRC
Iceland,IS,ISL,356991,22/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,22/08/2020,20,6,Country_Website
Italy,IT,ITA,60359546,22/08/2020,988,64,Country_Github
Latvia,LV,LVA,1919968,22/08/2020,3,,Country_Website
Luxembourg,LU,LUX,613894,22/08/2020,32,1,Country_Website
Netherlands,NL,NLD,17282163,22/08/2020,,47,Other Website
Poland,PL,POL,37972812,22/08/2020,2189,,Country_Website
Portugal,PT,PRT,10276617,22/08/2020,316,42,Country_Website
Romania,RO,ROU,19414458,22/08/2020,,504,Country_Website
Slovenia,SI,SVN,2080908,22/08/2020,18,0,Country_Github
United Kingdom,UK,GBR,66647112,22/08/2020,885,,Country_Website
Austria,AT,AUT,8858775,21/08/2020,112,22,Country_Website
Belgium,BE,BEL,11455519,21/08/2020,314,84,Country_Website
Bulgaria,BG,BGR,7000039,21/08/2020,766,63,External_Github
Croatia,HR,HRV,4076246,21/08/2020,135,,Country_Website
Czechia,CZ,CZE,10649800,21/08/2020,119,23,Country_Website
Denmark,DK,DNK,5806081,21/08/2020,22,1,Country_Website
Estonia,EE,EST,1324820,21/08/2020,11,0,Country_API
Finland,FI,FIN,5517919,21/08/2020,11,0,External_Github
France,FR,FRA,67012883,21/08/2020,4720,367,Country_Website
Hungary,HU,HUN,9772756,21/08/2020,58,6,JRC
Iceland,IS,ISL,356991,21/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,21/08/2020,18,6,Country_Website
Italy,IT,ITA,60359546,21/08/2020,988,69,Country_Github
Latvia,LV,LVA,1919968,21/08/2020,3,,Country_Website
Luxembourg,LU,LUX,613894,21/08/2020,27,1,Country_Website
Netherlands,NL,NLD,17282163,21/08/2020,,51,Other Website
Norway,NO,NOR,5328212,21/08/2020,13,,Country_API
Poland,PL,POL,37972812,21/08/2020,2151,,Country_Website
Portugal,PT,PRT,10276617,21/08/2020,321,41,Country_Website
Romania,RO,ROU,19414458,21/08/2020,,497,Country_Website
Slovakia,SK,SVK,5450421,21/08/2020,60,,JRC
Slovenia,SI,SVN,2080908,21/08/2020,18,0,Country_Github
United Kingdom,UK,GBR,66647112,21/08/2020,832,,Country_Website
Austria,AT,AUT,8858775,20/08/2020,116,21,Country_Website
Belgium,BE,BEL,11455519,20/08/2020,303,82,Country_Website
Bulgaria,BG,BGR,7000039,20/08/2020,752,60,External_Github
Croatia,HR,HRV,4076246,20/08/2020,127,,Country_Website
Czechia,CZ,CZE,10649800,20/08/2020,117,24,Country_Website
Denmark,DK,DNK,5806081,20/08/2020,20,1,Country_Website
Estonia,EE,EST,1324820,20/08/2020,10,0,Country_API
France,FR,FRA,67012883,20/08/2020,4723,368,Country_Website
Hungary,HU,HUN,9772756,20/08/2020,57,7,JRC
Iceland,IS,ISL,356991,20/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,20/08/2020,16,6,Country_Website
Italy,IT,ITA,60359546,20/08/2020,951,68,Country_Github
Latvia,LV,LVA,1919968,20/08/2020,2,,Country_Website
Luxembourg,LU,LUX,613894,20/08/2020,40,3,Country_Website
Netherlands,NL,NLD,17282163,20/08/2020,,47,Other Website
Norway,NO,NOR,5328212,20/08/2020,10,,Country_API
Poland,PL,POL,37972812,20/08/2020,2110,,Country_Website
Portugal,PT,PRT,10276617,20/08/2020,334,39,Country_Website
Romania,RO,ROU,19414458,20/08/2020,,489,Country_Website
Slovakia,SK,SVK,5450421,20/08/2020,59,,JRC
Slovenia,SI,SVN,2080908,20/08/2020,17,2,Country_Github
United Kingdom,UK,GBR,66647112,20/08/2020,866,,Country_Website
Austria,AT,AUT,8858775,19/08/2020,121,20,Country_Website
Belgium,BE,BEL,11455519,19/08/2020,334,83,Country_Website
Bulgaria,BG,BGR,7000039,19/08/2020,782,61,External_Github
Croatia,HR,HRV,4076246,19/08/2020,122,,Country_Website
Czechia,CZ,CZE,10649800,19/08/2020,110,25,Country_Website
Denmark,DK,DNK,5806081,19/08/2020,16,1,Country_Website
Estonia,EE,EST,1324820,19/08/2020,10,1,Country_API
Finland,FI,FIN,5517919,19/08/2020,8,0,External_Github
France,FR,FRA,67012883,19/08/2020,4781,362,Country_Website
Hungary,HU,HUN,9772756,19/08/2020,57,7,JRC
Iceland,IS,ISL,356991,19/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,19/08/2020,17,6,Country_Website
Italy,IT,ITA,60359546,19/08/2020,932,66,Country_Github
Latvia,LV,LVA,1919968,19/08/2020,4,,Country_Website
Luxembourg,LU,LUX,613894,19/08/2020,34,3,Country_Website
Netherlands,NL,NLD,17282163,19/08/2020,,46,Other Website
Norway,NO,NOR,5328212,19/08/2020,11,,Country_API
Poland,PL,POL,37972812,19/08/2020,2097,,Country_Website
Portugal,PT,PRT,10276617,19/08/2020,329,35,Country_Website
Romania,RO,ROU,19414458,19/08/2020,,480,Country_Website
Slovakia,SK,SVK,5450421,19/08/2020,64,,JRC
Slovenia,SI,SVN,2080908,19/08/2020,17,3,Country_Github
United Kingdom,UK,GBR,66647112,19/08/2020,868,,Country_Website
Austria,AT,AUT,8858775,18/08/2020,116,19,Country_Website
Belgium,BE,BEL,11455519,18/08/2020,335,89,Country_Website
Bulgaria,BG,BGR,7000039,18/08/2020,768,56,External_Github
Croatia,HR,HRV,4076246,18/08/2020,120,,Country_Website
Czechia,CZ,CZE,10649800,18/08/2020,106,27,Country_Website
Denmark,DK,DNK,5806081,18/08/2020,18,1,Country_Website
Estonia,EE,EST,1324820,18/08/2020,7,1,Country_API
France,FR,FRA,67012883,18/08/2020,4783,357,Country_Website
Hungary,HU,HUN,9772756,18/08/2020,60,6,JRC
Iceland,IS,ISL,356991,18/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,18/08/2020,22,7,Country_Website
Italy,IT,ITA,60359546,18/08/2020,901,58,Country_Github
Latvia,LV,LVA,1919968,18/08/2020,5,,Country_Website
Luxembourg,LU,LUX,613894,18/08/2020,33,3,Country_Website
Netherlands,NL,NLD,17282163,18/08/2020,,47,Other Website
Norway,NO,NOR,5328212,18/08/2020,12,,Country_API
Poland,PL,POL,37972812,18/08/2020,2057,,Country_Website
Portugal,PT,PRT,10276617,18/08/2020,336,38,Country_Website
Romania,RO,ROU,19414458,18/08/2020,,479,Country_Website
Slovakia,SK,SVK,5450421,18/08/2020,71,,JRC
Slovenia,SI,SVN,2080908,18/08/2020,16,3,Country_Github
United Kingdom,UK,GBR,66647112,18/08/2020,892,,Country_Website
Austria,AT,AUT,8858775,17/08/2020,114,23,Country_Website
Belgium,BE,BEL,11455519,17/08/2020,341,91,Country_Website
Bulgaria,BG,BGR,7000039,17/08/2020,807,56,External_Github
Croatia,HR,HRV,4076246,17/08/2020,126,,Country_Website
Czechia,CZ,CZE,10649800,17/08/2020,115,28,Country_Website
Denmark,DK,DNK,5806081,17/08/2020,16,1,Country_Website
Estonia,EE,EST,1324820,17/08/2020,7,1,Country_API
Finland,FI,FIN,5517919,17/08/2020,5,0,External_Github
France,FR,FRA,67012883,17/08/2020,4885,361,Country_Website
Hungary,HU,HUN,9772756,17/08/2020,62,6,JRC
Iceland,IS,ISL,356991,17/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,17/08/2020,21,8,Country_Website
Italy,IT,ITA,60359546,17/08/2020,868,58,Country_Github
Latvia,LV,LVA,1919968,17/08/2020,5,,Country_Website
Luxembourg,LU,LUX,613894,17/08/2020,32,4,Country_Website
Netherlands,NL,NLD,17282163,17/08/2020,,52,Other Website
Norway,NO,NOR,5328212,17/08/2020,14,,Country_API
Poland,PL,POL,37972812,17/08/2020,2040,,Country_Website
Portugal,PT,PRT,10276617,17/08/2020,336,39,Country_Website
Romania,RO,ROU,19414458,17/08/2020,,497,Country_Website
Slovakia,SK,SVK,5450421,17/08/2020,53,,JRC
Slovenia,SI,SVN,2080908,17/08/2020,19,3,Country_Github
United Kingdom,UK,GBR,66647112,17/08/2020,919,,Country_Website
Austria,AT,AUT,8858775,16/08/2020,84,19,Country_Website
Belgium,BE,BEL,11455519,16/08/2020,337,86,Country_Website
Bulgaria,BG,BGR,7000039,16/08/2020,811,55,External_Github
Croatia,HR,HRV,4076246,16/08/2020,126,,Country_Website
Czechia,CZ,CZE,10649800,16/08/2020,103,26,Country_Website
Denmark,DK,DNK,5806081,16/08/2020,12,0,Country_Website
Estonia,EE,EST,1324820,16/08/2020,6,1,Country_API
France,FR,FRA,67012883,16/08/2020,4820,353,Country_Website
Hungary,HU,HUN,9772756,16/08/2020,62,6,JRC
Ireland,IE,IRL,4904240,16/08/2020,16,8,Country_Website
Italy,IT,ITA,60359546,16/08/2020,843,56,Country_Github
Latvia,LV,LVA,1919968,16/08/2020,4,,Surveillance
Luxembourg,LU,LUX,613894,16/08/2020,37,3,Country_Website
Netherlands,NL,NLD,17282163,16/08/2020,,43,Other Website
Poland,PL,POL,37972812,16/08/2020,2035,,Country_Website
Portugal,PT,PRT,10276617,16/08/2020,325,39,Country_Website
Romania,RO,ROU,19414458,16/08/2020,,479,Country_Website
Slovakia,SK,SVK,5450421,16/08/2020,53,,JRC
Slovenia,SI,SVN,2080908,16/08/2020,17,3,Country_Github
United Kingdom,UK,GBR,66647112,16/08/2020,916,,Country_Website
Austria,AT,AUT,8858775,15/08/2020,104,21,Country_Website
Belgium,BE,BEL,11455519,15/08/2020,309,82,Country_Website
Bulgaria,BG,BGR,7000039,15/08/2020,811,58,External_Github
Croatia,HR,HRV,4076246,15/08/2020,118,,Country_Website
Czechia,CZ,CZE,10649800,15/08/2020,104,27,Country_Website
Denmark,DK,DNK,5806081,15/08/2020,14,0,Country_Website
Estonia,EE,EST,1324820,15/08/2020,7,1,Country_API
France,FR,FRA,67012883,15/08/2020,4817,353,Country_Website
Hungary,HU,HUN,9772756,15/08/2020,63,6,JRC
Ireland,IE,IRL,4904240,15/08/2020,15,8,Country_Website
Italy,IT,ITA,60359546,15/08/2020,819,55,Country_Github
Latvia,LV,LVA,1919968,15/08/2020,4,,Surveillance
Luxembourg,LU,LUX,613894,15/08/2020,32,3,Country_Website
Netherlands,NL,NLD,17282163,15/08/2020,,42,Other Website
Poland,PL,POL,37972812,15/08/2020,2028,,Country_Website
Portugal,PT,PRT,10276617,15/08/2020,320,37,Country_Website
Slovakia,SK,SVK,5450421,15/08/2020,50,,JRC
Slovenia,SI,SVN,2080908,15/08/2020,16,3,Country_Github
United Kingdom,UK,GBR,66647112,15/08/2020,911,,Country_Website
Austria,AT,AUT,8858775,14/08/2020,110,19,Country_Website
Belgium,BE,BEL,11455519,14/08/2020,312,80,Country_Website
Bulgaria,BG,BGR,7000039,14/08/2020,824,63,External_Github
Croatia,HR,HRV,4076246,14/08/2020,106,,Country_Website
Czechia,CZ,CZE,10649800,14/08/2020,113,25,Country_Website
Denmark,DK,DNK,5806081,14/08/2020,14,1,Country_Website
Estonia,EE,EST,1324820,14/08/2020,8,1,Country_API
Finland,FI,FIN,5517919,14/08/2020,6,0,External_Github
France,FR,FRA,67012883,14/08/2020,4788,344,Country_Website
Hungary,HU,HUN,9772756,14/08/2020,64,6,JRC
Iceland,IS,ISL,356991,14/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,14/08/2020,11,8,Country_Website
Italy,IT,ITA,60359546,14/08/2020,827,56,Country_Github
Latvia,LV,LVA,1919968,14/08/2020,3,,Surveillance
Luxembourg,LU,LUX,613894,14/08/2020,44,4,Country_Website
Netherlands,NL,NLD,17282163,14/08/2020,,44,Other Website
Norway,NO,NOR,5328212,14/08/2020,8,,Country_API
Poland,PL,POL,37972812,14/08/2020,2040,,Country_Website
Portugal,PT,PRT,10276617,14/08/2020,348,41,Country_Website
Romania,RO,ROU,19414458,14/08/2020,,473,Country_Website
Slovakia,SK,SVK,5450421,14/08/2020,51,,JRC
Slovenia,SI,SVN,2080908,14/08/2020,18,3,Country_Github
United Kingdom,UK,GBR,66647112,14/08/2020,932,,Country_Website
Austria,AT,AUT,8858775,13/08/2020,114,22,Country_Website
Belgium,BE,BEL,11455519,13/08/2020,309,74,Country_Website
Bulgaria,BG,BGR,7000039,13/08/2020,834,63,External_Github
Croatia,HR,HRV,4076246,13/08/2020,115,,Country_Website
Czechia,CZ,CZE,10649800,13/08/2020,105,24,Country_Website
Denmark,DK,DNK,5806081,13/08/2020,13,1,Country_Website
Estonia,EE,EST,1324820,13/08/2020,8,1,Country_API
France,FR,FRA,67012883,13/08/2020,4824,351,Country_Website
Hungary,HU,HUN,9772756,13/08/2020,66,5,JRC
Iceland,IS,ISL,356991,13/08/2020,1,0,Country_Website
Ireland,IE,IRL,4904240,13/08/2020,12,6,Country_Website
Italy,IT,ITA,60359546,13/08/2020,841,55,Country_Github
Latvia,LV,LVA,1919968,13/08/2020,3,,Surveillance
Luxembourg,LU,LUX,613894,13/08/2020,38,3,Country_Website
Netherlands,NL,NLD,17282163,13/08/2020,,39,Other Website
Norway,NO,NOR,5328212,13/08/2020,12,,Country_API
Poland,PL,POL,37972812,13/08/2020,2059,,Country_Website
Portugal,PT,PRT,10276617,13/08/2020,358,39,Country_Website
Romania,RO,ROU,19414458,13/08/2020,,478,Country_Website
Slovakia,SK,SVK,5450421,13/08/2020,57,,JRC
Slovenia,SI,SVN,2080908,13/08/2020,19,3,Country_Github
United Kingdom,UK,GBR,66647112,13/08/2020,944,,Country_Website
Austria,AT,AUT,8858775,12/08/2020,118,25,Country_Website
Belgium,BE,BEL,11455519,12/08/2020,301,76,Country_Website
Bulgaria,BG,BGR,7000039,12/08/2020,861,64,External_Github
Croatia,HR,HRV,4076246,12/08/2020,117,,Country_Website
Czechia,CZ,CZE,10649800,12/08/2020,101,22,Country_Website
Denmark,DK,DNK,5806081,12/08/2020,16,1,Country_Website
Estonia,EE,EST,1324820,12/08/2020,8,2,Country_API
Finland,FI,FIN,5517919,12/08/2020,7,1,External_Github
France,FR,FRA,67012883,12/08/2020,4850,355,Country_Website
Hungary,HU,HUN,9772756,12/08/2020,64,5,JRC
Iceland,IS,ISL,356991,12/08/2020,1,1,Country_Website
Ireland,IE,IRL,4904240,12/08/2020,13,6,Country_Website
Italy,IT,ITA,60359546,12/08/2020,832,53,Country_Github
Latvia,LV,LVA,1919968,12/08/2020,6,,Surveillance
Luxembourg,LU,LUX,613894,12/08/2020,38,1,Country_Website
Netherlands,NL,NLD,17282163,12/08/2020,,42,Other Website
Norway,NO,NOR,5328212,12/08/2020,15,,Country_API
Poland,PL,POL,37972812,12/08/2020,2021,,Country_Website
Portugal,PT,PRT,10276617,12/08/2020,367,40,Country_Website
Romania,RO,ROU,19414458,12/08/2020,,485,Country_Website
Slovakia,SK,SVK,5450421,12/08/2020,58,,JRC
Slovenia,SI,SVN,2080908,12/08/2020,23,2,Country_Github
United Kingdom,UK,GBR,66647112,12/08/2020,937,,Country_Website
Austria,AT,AUT,8858775,11/08/2020,119,25,Country_Website
Belgium,BE,BEL,11455519,11/08/2020,307,77,Country_Website
Bulgaria,BG,BGR,7000039,11/08/2020,854,54,External_Github
Croatia,HR,HRV,4076246,11/08/2020,115,,Country_Website
Czechia,CZ,CZE,10649800,11/08/2020,110,23,Country_Website
Denmark,DK,DNK,5806081,11/08/2020,20,2,Country_Website
Estonia,EE,EST,1324820,11/08/2020,9,2,Country_API
France,FR,FRA,67012883,11/08/2020,4971,367,Country_Website
Hungary,HU,HUN,9772756,11/08/2020,62,5,JRC
Iceland,IS,ISL,356991,11/08/2020,1,1,Country_Website
Ireland,IE,IRL,4904240,11/08/2020,14,5,Country_Website
Italy,IT,ITA,60359546,11/08/2020,850,49,Country_Github
Latvia,LV,LVA,1919968,11/08/2020,6,,Surveillance
Luxembourg,LU,LUX,613894,11/08/2020,44,3,Country_Website
Netherlands,NL,NLD,17282163,11/08/2020,,42,Other Website
Norway,NO,NOR,5328212,11/08/2020,15,,Country_API
Poland,PL,POL,37972812,11/08/2020,1985,,Country_Website
Portugal,PT,PRT,10276617,11/08/2020,365,35,Country_Website
Romania,RO,ROU,19414458,11/08/2020,,485,Country_Website
Slovakia,SK,SVK,5450421,11/08/2020,41,,JRC
Slovenia,SI,SVN,2080908,11/08/2020,23,2,Country_Github
United Kingdom,UK,GBR,66647112,11/08/2020,965,,Country_Website
Austria,AT,AUT,8858775,10/08/2020,116,24,Country_Website
Belgium,BE,BEL,11455519,10/08/2020,312,73,Country_Website
Bulgaria,BG,BGR,7000039,10/08/2020,849,54,External_Github
Croatia,HR,HRV,4076246,10/08/2020,124,,Country_Website
Czechia,CZ,CZE,10649800,10/08/2020,112,22,Country_Website
Denmark,DK,DNK,5806081,10/08/2020,23,2,Country_Website
Estonia,EE,EST,1324820,10/08/2020,9,2,Country_API
Finland,FI,FIN,5517919,10/08/2020,5,1,External_Github
France,FR,FRA,67012883,10/08/2020,5004,372,Country_Website
Hungary,HU,HUN,9772756,10/08/2020,61,6,JRC
Iceland,IS,ISL,356991,10/08/2020,2,1,Country_Website
Ireland,IE,IRL,4904240,10/08/2020,12,7,Country_Website
Italy,IT,ITA,60359546,10/08/2020,825,46,Country_Github
Latvia,LV,LVA,1919968,10/08/2020,8,,Surveillance
Luxembourg,LU,LUX,613894,10/08/2020,45,4,Country_Website
Netherlands,NL,NLD,17282163,10/08/2020,,39,Other Website
Norway,NO,NOR,5328212,10/08/2020,16,,Country_API
Poland,PL,POL,37972812,10/08/2020,1929,,Country_Website
Portugal,PT,PRT,10276617,10/08/2020,374,29,Country_Website
Romania,RO,ROU,19414458,10/08/2020,,476,Country_Website
Slovakia,SK,SVK,5450421,10/08/2020,45,,JRC
Slovenia,SI,SVN,2080908,10/08/2020,24,3,Country_Github
United Kingdom,UK,GBR,66647112,10/08/2020,1012,,Country_Website
Austria,AT,AUT,8858775,09/08/2020,121,22,Country_Website
Belgium,BE,BEL,11455519,09/08/2020,285,69,Country_Website
Bulgaria,BG,BGR,7000039,09/08/2020,848,55,External_Github
Croatia,HR,HRV,4076246,09/08/2020,121,,Country_Website
Czechia,CZ,CZE,10649800,09/08/2020,107,17,Country_Website
Denmark,DK,DNK,5806081,09/08/2020,20,2,Country_Website
Estonia,EE,EST,1324820,09/08/2020,8,2,Country_API
France,FR,FRA,67012883,09/08/2020,4992,368,Country_Website
Hungary,HU,HUN,9772756,09/08/2020,73,6,JRC
